Fila_atuacao;UF_Loja;Analista;Data;Status;TMA;Valor
Vendas;BA;Natal Domoney;23/06/2023;Fraude;00:23:46;R$ 18.760,00
Vendas;AC;Lilas Brahms;23/06/2023;Aprovação;00:27:19;R$ 14.589,00
Contato;MT;Gavrielle O' Neligan;23/06/2023;Aprovação;00:23:14;R$ 12.580,00
Vendas;RR;Rolland d'Escoffier;23/06/2023;Pendência;00:20:46;R$ 4.791,00
Agendamento;PR;Shanda Ismay;23/06/2023;Pendência;00:02:41;R$ 1.881,00
Contato;DF;Christoforo Colquyte;23/06/2023;Reprova;00:10:57;R$ 3.455,00
Agendamento;PA;Carlita Yoakley;23/06/2023;Reprova;00:01:16;R$ 6.687,00
Vendas;SE;Carol-jean Bortolotti;23/06/2023;Pendência;00:14:57;R$ 11.958,00
Agendamento;AC;Serena Bale;23/06/2023;Aprovação;00:19:37;R$ 19.596,00
Vendas;MS;Gavrielle O' Neligan;23/06/2023;Fraude;00:04:34;R$ 11.126,00
Agendamento;MT;Obadiah Kinde;23/06/2023;Aprovação;00:08:53;R$ 12.027,00
Agendamento;MA;Obadiah Kinde;23/06/2023;Aprovação;00:20:39;R$ 24.421,00
Contato;GO;Idette Thyer;23/06/2023;Reprova;00:16:15;R$ 22.155,00
Vendas;RS;Joli Trebilcock;23/06/2023;Reprova;00:22:45;R$ 15.034,00
Agendamento;DF;Lilas Brahms;23/06/2023;Fraude;00:17:08;R$ 19.608,00
Agendamento;SE;Lucie Mongan;23/06/2023;Aprovação;00:03:43;R$ 10.139,00
Agendamento;DF;Erma Larn;23/06/2023;Aprovação;00:06:44;R$ 15.068,00
Contato;RS;Jodi Moyle;23/06/2023;Pendência;00:24:10;R$ 1.614,00
Vendas;PA;Natal Domoney;23/06/2023;Pendência;00:29:03;R$ 23.024,00
Contato;SP;Christean Birrel;23/06/2023;Aprovação;00:22:53;R$ 11.024,00
Contato;RJ;Kenyon Baugh;23/06/2023;Fraude;00:29:17;R$ 9.924,00
Agendamento;CE;Byron Fairbard;23/06/2023;Reprova;00:20:13;R$ 24.909,00
Contato;CE;Joli Trebilcock;23/06/2023;Aprovação;00:10:26;R$ 22.205,00
Vendas;MT;Christean Birrel;23/06/2023;Aprovação;00:07:16;R$ 6.358,00
Agendamento;ES;Abbie Capin;23/06/2023;Fraude;00:16:40;R$ 15.705,00
Agendamento;MG;Osgood Castaignet;23/06/2023;Aprovação;00:20:03;R$ 8.366,00
Vendas;GO;Byron Fairbard;23/06/2023;Aprovação;00:26:16;R$ 3.294,00
Vendas;DF;Seth Coley;23/06/2023;Aprovação;00:07:18;R$ 11.638,00
Contato;DF;Tawsha Fincher;23/06/2023;Aprovação;00:14:58;R$ 6.616,00
Agendamento;SE;Erma Larn;23/06/2023;Aprovação;00:08:56;R$ 18.043,00
Contato;SE;Cathryn MacGibbon;23/06/2023;Reprova;00:14:06;R$ 7.150,00
Agendamento;AL;Christoforo Colquyte;23/06/2023;Aprovação;00:09:00;R$ 12.705,00
Vendas;MT;Natal Domoney;23/06/2023;Fraude;00:17:31;R$ 11.334,00
Agendamento;MT;Leonardo Davion;23/06/2023;Reprova;00:16:07;R$ 586,00
Agendamento;MA;Bank Vertigan;23/06/2023;Fraude;00:25:32;R$ 15.060,00
Contato;SC;Cathryn MacGibbon;23/06/2023;Pendência;00:01:02;R$ 19.186,00
Agendamento;PI;Serena Bale;23/06/2023;Aprovação;00:26:47;R$ 22.487,00
Agendamento;ES;Christean Birrel;23/06/2023;Aprovação;00:10:00;R$ 7.995,00
Contato;AC;Jodi Moyle;23/06/2023;Aprovação;00:08:32;R$ 3.742,00
Agendamento;MG;Leonardo Davion;23/06/2023;Aprovação;00:04:40;R$ 17.690,00
Contato;AL;Tawsha Fincher;23/06/2023;Aprovação;00:11:07;R$ 3.205,00
Agendamento;MS;Rolland d'Escoffier;23/06/2023;Pendência;00:27:07;R$ 21.127,00
Vendas;CE;Lucie Mongan;23/06/2023;Fraude;00:14:42;R$ 8.377,00
Vendas;SC;Katya Craghead;23/06/2023;Aprovação;00:17:30;R$ 6.859,00
Vendas;PE;Carol-jean Bortolotti;23/06/2023;Aprovação;00:02:29;R$ 22.210,00
Contato;DF;Katya Craghead;23/06/2023;Fraude;00:02:07;R$ 1.650,00
Agendamento;GO;Jodi Moyle;23/06/2023;Fraude;00:21:17;R$ 15.600,00
Contato;AL;Carol-jean Bortolotti;23/06/2023;Aprovação;00:02:35;R$ 21.135,00
Contato;PE;Jodi Moyle;23/06/2023;Pendência;00:11:40;R$ 18.033,00
Vendas;RR;Lucie Mongan;23/06/2023;Aprovação;00:24:32;R$ 17.734,00
Agendamento;MA;Jermain Tolle;23/06/2023;Aprovação;00:29:16;R$ 20.098,00
Agendamento;MT;Joli Trebilcock;23/06/2023;Aprovação;00:23:56;R$ 9.359,00
Contato;AL;Cathryn MacGibbon;23/06/2023;Aprovação;00:19:14;R$ 11.460,00
Contato;SE;Leonardo Davion;23/06/2023;Pendência;00:18:58;R$ 8.233,00
Contato;RR;Cathryn MacGibbon;23/06/2023;Fraude;00:26:55;R$ 2.631,00
Agendamento;SC;Kenyon Baugh;23/06/2023;Aprovação;00:21:48;R$ 7.617,00
Agendamento;PA;Lucie Mongan;23/06/2023;Aprovação;00:01:50;R$ 24.974,00
Agendamento;CE;Natal Domoney;23/06/2023;Reprova;00:12:20;R$ 13.459,00
Vendas;PI;Carlita Yoakley;23/06/2023;Pendência;00:04:04;R$ 3.338,00
Contato;PE;Cathryn MacGibbon;23/06/2023;Reprova;00:14:31;R$ 4.351,00
Contato;PI;Lucie Mongan;23/06/2023;Reprova;00:13:27;R$ 11.504,00
Agendamento;PB;Serena Bale;23/06/2023;Fraude;00:22:29;R$ 10.722,00
Agendamento;AM;Kenyon Baugh;23/06/2023;Pendência;00:02:07;R$ 10.175,00
Contato;PB;Christean Birrel;23/06/2023;Pendência;00:15:01;R$ 12.938,00
Contato;PE;Cathryn MacGibbon;23/06/2023;Aprovação;00:18:51;R$ 1.689,00
Vendas;SP;Idette Thyer;23/06/2023;Fraude;00:14:14;R$ 5.132,00
Contato;RN;Rolland d'Escoffier;23/06/2023;Reprova;00:11:18;R$ 19.446,00
Agendamento;RO;Joli Trebilcock;23/06/2023;Aprovação;00:20:04;R$ 9.525,00
Agendamento;RN;Jermain Tolle;23/06/2023;Aprovação;00:07:08;R$ 20.609,00
Vendas;BA;Obadiah Kinde;23/06/2023;Fraude;00:08:35;R$ 5.397,00
Vendas;AM;Obadiah Kinde;23/06/2023;Aprovação;00:10:17;R$ 22.746,00
Agendamento;MT;Gavrielle O' Neligan;23/06/2023;Aprovação;00:05:43;R$ 22.412,00
Vendas;RR;Gavrielle O' Neligan;23/06/2023;Fraude;00:25:06;R$ 20.330,00
Vendas;AM;Christean Birrel;23/06/2023;Aprovação;00:04:03;R$ 8.814,00
Contato;PB;Kenyon Baugh;23/06/2023;Aprovação;00:16:16;R$ 21.038,00
Contato;RO;Boyce Tennant;23/06/2023;Aprovação;00:20:16;R$ 14.688,00
Agendamento;RS;Natal Domoney;23/06/2023;Aprovação;00:26:18;R$ 454,00
Agendamento;GO;Carol-jean Bortolotti;23/06/2023;Aprovação;00:16:29;R$ 22.559,00
Contato;AP;Stuart Sarl;23/06/2023;Aprovação;00:19:21;R$ 13.123,00
Contato;CE;Jodi Moyle;23/06/2023;Aprovação;00:09:10;R$ 20.425,00
Vendas;AL;Bank Vertigan;23/06/2023;Pendência;00:09:14;R$ 735,00
Contato;AC;Carlita Yoakley;23/06/2023;Aprovação;00:18:33;R$ 10.193,00
Agendamento;DF;Shanda Ismay;23/06/2023;Aprovação;00:04:14;R$ 2.906,00
Vendas;SC;Tawsha Fincher;23/06/2023;Fraude;00:22:15;R$ 3.084,00
Agendamento;RS;Natal Domoney;23/06/2023;Aprovação;00:06:10;R$ 20.283,00
Agendamento;GO;Cathryn MacGibbon;23/06/2023;Aprovação;00:26:10;R$ 5.697,00
Agendamento;AL;Serena Bale;23/06/2023;Fraude;00:24:52;R$ 8.562,00
Vendas;DF;Erma Larn;23/06/2023;Reprova;00:10:05;R$ 17.530,00
Agendamento;MG;Christean Birrel;23/06/2023;Reprova;00:27:39;R$ 6.736,00
Vendas;RJ;Byron Fairbard;23/06/2023;Fraude;00:28:59;R$ 5.917,00
Vendas;RJ;Natal Domoney;23/06/2023;Pendência;00:24:17;R$ 16.190,00
Agendamento;ES;Obadiah Kinde;23/06/2023;Fraude;00:16:10;R$ 11.942,00
Agendamento;RN;Christoforo Colquyte;23/06/2023;Aprovação;00:06:21;R$ 15.636,00
Agendamento;ES;Kenyon Baugh;23/06/2023;Pendência;00:24:28;R$ 17.201,00
Agendamento;RJ;Stuart Sarl;23/06/2023;Fraude;00:15:36;R$ 7.969,00
Agendamento;SC;Shanda Ismay;23/06/2023;Aprovação;00:09:41;R$ 16.648,00
Agendamento;MT;Serena Bale;23/06/2023;Pendência;00:27:00;R$ 12.076,00
Agendamento;AM;Carlita Yoakley;23/06/2023;Reprova;00:29:54;R$ 15.069,00
Vendas;RR;Byron Fairbard;23/06/2023;Aprovação;00:29:43;R$ 20.742,00
Vendas;AM;Carol-jean Bortolotti;23/06/2023;Pendência;00:13:56;R$ 2.659,00
Vendas;AM;Obadiah Kinde;23/06/2023;Aprovação;00:27:06;R$ 20.957,00
Agendamento;TO;Gavrielle O' Neligan;24/06/2023;Aprovação;00:28:45;R$ 795,00
Vendas;MT;Boyce Tennant;24/06/2023;Reprova;00:01:31;R$ 990,00
Agendamento;PR;Sianna Maypowder;24/06/2023;Pendência;00:12:14;R$ 10.984,00
Vendas;MT;Jodi Moyle;24/06/2023;Fraude;00:17:00;R$ 11.604,00
Contato;MS;Obadiah Kinde;24/06/2023;Fraude;00:09:16;R$ 9.043,00
Vendas;TO;Erma Larn;24/06/2023;Fraude;00:15:03;R$ 155,00
Contato;PA;Jodi Moyle;24/06/2023;Reprova;00:14:12;R$ 477,00
Agendamento;PE;Carlita Yoakley;24/06/2023;Aprovação;00:18:40;R$ 18.901,00
Agendamento;AL;Christean Birrel;24/06/2023;Aprovação;00:28:26;R$ 24.207,00
Vendas;TO;Byron Fairbard;24/06/2023;Reprova;00:06:53;R$ 14.893,00
Agendamento;PE;Leonardo Davion;24/06/2023;Aprovação;00:09:06;R$ 23.714,00
Agendamento;PR;Gavrielle O' Neligan;24/06/2023;Aprovação;00:23:05;R$ 13.865,00
Agendamento;TO;Lucie Mongan;24/06/2023;Aprovação;00:12:54;R$ 15.005,00
Contato;MA;Erma Larn;24/06/2023;Aprovação;00:21:44;R$ 12.963,00
Agendamento;PE;Christean Birrel;24/06/2023;Pendência;00:18:09;R$ 313,00
Agendamento;PI;Bank Vertigan;24/06/2023;Reprova;00:29:52;R$ 1.229,00
Contato;RN;Stuart Sarl;24/06/2023;Pendência;00:16:40;R$ 17.401,00
Contato;AL;Stuart Sarl;24/06/2023;Aprovação;00:09:56;R$ 17.938,00
Contato;MS;Shanda Ismay;24/06/2023;Pendência;00:03:55;R$ 18.023,00
Contato;AM;Christoforo Colquyte;24/06/2023;Fraude;00:21:40;R$ 19.393,00
Vendas;PR;Gavrielle O' Neligan;24/06/2023;Pendência;00:28:29;R$ 19.557,00
Contato;CE;Byron Fairbard;24/06/2023;Reprova;00:18:18;R$ 1.662,00
Contato;AM;Joli Trebilcock;24/06/2023;Reprova;00:05:45;R$ 15.018,00
Vendas;MA;Obadiah Kinde;24/06/2023;Aprovação;00:15:23;R$ 1.525,00
Agendamento;CE;Sianna Maypowder;24/06/2023;Reprova;00:05:32;R$ 13.343,00
Vendas;DF;Joli Trebilcock;24/06/2023;Fraude;00:20:37;R$ 13.916,00
Agendamento;PR;Jodi Moyle;24/06/2023;Aprovação;00:24:09;R$ 22.197,00
Agendamento;SE;Osgood Castaignet;24/06/2023;Pendência;00:11:41;R$ 11.668,00
Agendamento;RJ;Obadiah Kinde;24/06/2023;Reprova;00:02:28;R$ 8.222,00
Agendamento;BA;Boyce Tennant;24/06/2023;Aprovação;00:18:05;R$ 22.168,00
Agendamento;BA;Rolland d'Escoffier;24/06/2023;Pendência;00:11:58;R$ 12.343,00
Agendamento;AC;Katya Craghead;24/06/2023;Aprovação;00:07:44;R$ 7.416,00
Vendas;RR;Seth Coley;24/06/2023;Reprova;00:22:27;R$ 14.770,00
Vendas;RO;Jodi Moyle;24/06/2023;Aprovação;00:10:28;R$ 6.607,00
Agendamento;AL;Lucie Mongan;24/06/2023;Aprovação;00:17:14;R$ 15.789,00
Agendamento;RO;Abbie Capin;24/06/2023;Aprovação;00:10:41;R$ 16.222,00
Agendamento;RR;Leonardo Davion;24/06/2023;Aprovação;00:27:20;R$ 19.391,00
Agendamento;MA;Christoforo Colquyte;24/06/2023;Reprova;00:15:45;R$ 3.922,00
Agendamento;AC;Jodi Moyle;24/06/2023;Fraude;00:22:28;R$ 8.759,00
Vendas;BA;Idette Thyer;24/06/2023;Aprovação;00:05:12;R$ 9.842,00
Agendamento;MT;Jermain Tolle;24/06/2023;Pendência;00:13:52;R$ 19.207,00
Agendamento;MA;Stuart Sarl;24/06/2023;Aprovação;00:09:50;R$ 818,00
Contato;PR;Christean Birrel;24/06/2023;Aprovação;00:12:23;R$ 23.897,00
Vendas;MT;Katya Craghead;24/06/2023;Fraude;00:12:17;R$ 19.485,00
Agendamento;MS;Lucie Mongan;24/06/2023;Aprovação;00:09:16;R$ 24.231,00
Agendamento;SP;Bank Vertigan;24/06/2023;Aprovação;00:10:05;R$ 944,00
Contato;PI;Cathryn MacGibbon;24/06/2023;Fraude;00:22:47;R$ 1.420,00
Contato;ES;Shanda Ismay;24/06/2023;Reprova;00:08:05;R$ 22.823,00
Agendamento;GO;Bank Vertigan;24/06/2023;Aprovação;00:12:19;R$ 11.572,00
Contato;MA;Byron Fairbard;24/06/2023;Aprovação;00:16:57;R$ 6.634,00
Contato;CE;Abbie Capin;24/06/2023;Reprova;00:09:19;R$ 2.514,00
Vendas;RN;Rolland d'Escoffier;24/06/2023;Aprovação;00:04:40;R$ 15.854,00
Agendamento;SP;Byron Fairbard;24/06/2023;Reprova;00:25:48;R$ 16.460,00
Agendamento;AL;Tawsha Fincher;24/06/2023;Aprovação;00:28:49;R$ 12.964,00
Agendamento;BA;Jermain Tolle;24/06/2023;Aprovação;00:18:20;R$ 20.724,00
Vendas;PR;Gavrielle O' Neligan;24/06/2023;Fraude;00:11:24;R$ 7.459,00
Agendamento;TO;Jermain Tolle;24/06/2023;Pendência;00:07:27;R$ 15.910,00
Vendas;PB;Rolland d'Escoffier;24/06/2023;Reprova;00:29:58;R$ 6.042,00
Contato;RN;Natal Domoney;24/06/2023;Fraude;00:10:51;R$ 7.955,00
Contato;MG;Gavrielle O' Neligan;24/06/2023;Reprova;00:14:05;R$ 20.504,00
Vendas;ES;Boyce Tennant;24/06/2023;Aprovação;00:02:41;R$ 11.927,00
Contato;ES;Rolland d'Escoffier;24/06/2023;Pendência;00:07:16;R$ 5.578,00
Contato;GO;Jodi Moyle;24/06/2023;Fraude;00:10:24;R$ 7.330,00
Agendamento;MA;Sianna Maypowder;24/06/2023;Reprova;00:23:58;R$ 5.444,00
Contato;RO;Tawsha Fincher;24/06/2023;Fraude;00:11:23;R$ 24.335,00
Vendas;AL;Boyce Tennant;24/06/2023;Pendência;00:16:05;R$ 18.262,00
Vendas;AL;Serena Bale;24/06/2023;Reprova;00:28:06;R$ 21.039,00
Contato;AC;Byron Fairbard;24/06/2023;Aprovação;00:18:40;R$ 15.614,00
Vendas;PI;Lilas Brahms;24/06/2023;Pendência;00:17:32;R$ 2.513,00
Vendas;RO;Erma Larn;24/06/2023;Fraude;00:18:06;R$ 15.201,00
Agendamento;PE;Gavrielle O' Neligan;24/06/2023;Reprova;00:09:04;R$ 1.152,00
Vendas;SP;Carlita Yoakley;24/06/2023;Fraude;00:29:08;R$ 8.464,00
Agendamento;AL;Serena Bale;24/06/2023;Aprovação;00:20:36;R$ 10.455,00
Contato;MT;Christoforo Colquyte;24/06/2023;Aprovação;00:18:54;R$ 14.709,00
Vendas;AC;Serena Bale;24/06/2023;Aprovação;00:23:40;R$ 7.168,00
Contato;MA;Byron Fairbard;24/06/2023;Aprovação;00:22:16;R$ 9.931,00
Contato;RS;Obadiah Kinde;24/06/2023;Aprovação;00:28:20;R$ 13.975,00
Agendamento;AP;Erma Larn;24/06/2023;Reprova;00:17:55;R$ 11.591,00
Contato;PE;Carlita Yoakley;24/06/2023;Fraude;00:10:02;R$ 6.204,00
Agendamento;MG;Joli Trebilcock;24/06/2023;Aprovação;00:23:43;R$ 14.771,00
Agendamento;PI;Seth Coley;24/06/2023;Fraude;00:26:38;R$ 15.746,00
Vendas;BA;Rolland d'Escoffier;24/06/2023;Aprovação;00:21:10;R$ 21.656,00
Vendas;MS;Carlita Yoakley;24/06/2023;Aprovação;00:02:48;R$ 21.380,00
Contato;PE;Carlita Yoakley;24/06/2023;Fraude;00:05:25;R$ 19.140,00
Vendas;MT;Leonardo Davion;24/06/2023;Fraude;00:12:14;R$ 11.017,00
Vendas;GO;Gavrielle O' Neligan;24/06/2023;Pendência;00:12:18;R$ 13.083,00
Vendas;RJ;Lilas Brahms;24/06/2023;Fraude;00:15:45;R$ 1.070,00
Agendamento;DF;Erma Larn;24/06/2023;Aprovação;00:21:13;R$ 8.930,00
Agendamento;PA;Lucie Mongan;24/06/2023;Reprova;00:12:54;R$ 7.974,00
Contato;PE;Osgood Castaignet;24/06/2023;Aprovação;00:09:19;R$ 425,00
Contato;MG;Serena Bale;24/06/2023;Reprova;00:26:24;R$ 4.292,00
Vendas;MA;Lucie Mongan;24/06/2023;Fraude;00:16:50;R$ 20.940,00
Agendamento;RR;Serena Bale;24/06/2023;Fraude;00:28:58;R$ 18.299,00
Agendamento;PR;Carol-jean Bortolotti;24/06/2023;Aprovação;00:28:46;R$ 14.066,00
Contato;PB;Seth Coley;24/06/2023;Fraude;00:17:51;R$ 11.173,00
Vendas;AM;Lucie Mongan;24/06/2023;Fraude;00:23:51;R$ 11.374,00
Vendas;AL;Boyce Tennant;24/06/2023;Pendência;00:23:47;R$ 19.235,00
Contato;BA;Christean Birrel;24/06/2023;Aprovação;00:13:48;R$ 12.106,00
Vendas;GO;Natal Domoney;24/06/2023;Reprova;00:16:18;R$ 13.316,00
Vendas;RR;Idette Thyer;24/06/2023;Aprovação;00:13:24;R$ 5.947,00
Vendas;PE;Sianna Maypowder;24/06/2023;Fraude;00:03:20;R$ 8.430,00
Vendas;DF;Christoforo Colquyte;24/06/2023;Aprovação;00:28:23;R$ 16.791,00
Vendas;AP;Obadiah Kinde;24/06/2023;Aprovação;00:13:32;R$ 3.442,00
Agendamento;SC;Idette Thyer;24/06/2023;Aprovação;00:19:51;R$ 3.270,00
Contato;PB;Stuart Sarl;24/06/2023;Aprovação;00:26:16;R$ 10.100,00
Contato;PI;Serena Bale;24/06/2023;Aprovação;00:14:57;R$ 3.321,00
Contato;MA;Idette Thyer;24/06/2023;Pendência;00:21:26;R$ 3.666,00
Contato;RR;Lucie Mongan;24/06/2023;Aprovação;00:09:46;R$ 10.426,00
Agendamento;PI;Boyce Tennant;24/06/2023;Aprovação;00:25:49;R$ 825,00
Agendamento;ES;Obadiah Kinde;24/06/2023;Aprovação;00:26:38;R$ 10.763,00
Agendamento;PB;Carlita Yoakley;24/06/2023;Aprovação;00:23:45;R$ 20.892,00
Agendamento;PR;Seth Coley;24/06/2023;Fraude;00:28:38;R$ 13.259,00
Agendamento;SE;Stuart Sarl;24/06/2023;Aprovação;00:05:01;R$ 23.838,00
Vendas;RJ;Sianna Maypowder;24/06/2023;Fraude;00:04:26;R$ 6.285,00
Agendamento;SE;Gavrielle O' Neligan;24/06/2023;Reprova;00:21:59;R$ 17.976,00
Contato;SC;Boyce Tennant;24/06/2023;Fraude;00:04:08;R$ 6.553,00
Vendas;PR;Serena Bale;24/06/2023;Aprovação;00:22:04;R$ 413,00
Contato;AC;Erma Larn;24/06/2023;Aprovação;00:02:50;R$ 17.609,00
Contato;MT;Seth Coley;24/06/2023;Fraude;00:18:22;R$ 5.257,00
Agendamento;RN;Seth Coley;24/06/2023;Reprova;00:17:15;R$ 16.209,00
Contato;PB;Jermain Tolle;24/06/2023;Reprova;00:25:59;R$ 15.787,00
Contato;PR;Gavrielle O' Neligan;24/06/2023;Pendência;00:26:40;R$ 24.318,00
Vendas;RJ;Tawsha Fincher;24/06/2023;Aprovação;00:23:28;R$ 8.079,00
Contato;PI;Lilas Brahms;24/06/2023;Aprovação;00:09:04;R$ 3.842,00
Contato;AC;Tawsha Fincher;24/06/2023;Aprovação;00:22:45;R$ 23.387,00
Vendas;GO;Jodi Moyle;24/06/2023;Aprovação;00:07:51;R$ 16.040,00
Contato;BA;Natal Domoney;24/06/2023;Reprova;00:25:51;R$ 20.696,00
Vendas;AP;Erma Larn;24/06/2023;Aprovação;00:01:06;R$ 12.445,00
Agendamento;GO;Katya Craghead;24/06/2023;Aprovação;00:26:19;R$ 14.537,00
Contato;MS;Rolland d'Escoffier;24/06/2023;Aprovação;00:19:56;R$ 12.659,00
Contato;SC;Erma Larn;24/06/2023;Fraude;00:02:22;R$ 16.356,00
Vendas;PA;Cathryn MacGibbon;24/06/2023;Fraude;00:20:14;R$ 3.958,00
Contato;GO;Seth Coley;24/06/2023;Reprova;00:03:08;R$ 24.226,00
Contato;RO;Serena Bale;24/06/2023;Reprova;00:03:54;R$ 9.431,00
Contato;PB;Idette Thyer;24/06/2023;Reprova;00:20:38;R$ 2.409,00
Agendamento;MA;Rolland d'Escoffier;24/06/2023;Aprovação;00:14:31;R$ 19.024,00
Vendas;RN;Idette Thyer;24/06/2023;Pendência;00:02:55;R$ 11.978,00
Vendas;SP;Rolland d'Escoffier;24/06/2023;Aprovação;00:29:39;R$ 14.026,00
Contato;ES;Stuart Sarl;24/06/2023;Reprova;00:24:50;R$ 14.576,00
Agendamento;SE;Bank Vertigan;24/06/2023;Aprovação;00:12:42;R$ 24.493,00
Agendamento;PB;Kenyon Baugh;24/06/2023;Aprovação;00:03:12;R$ 8.001,00
Agendamento;AM;Kenyon Baugh;24/06/2023;Fraude;00:10:52;R$ 379,00
Agendamento;PE;Sianna Maypowder;24/06/2023;Aprovação;00:22:10;R$ 5.719,00
Vendas;AL;Natal Domoney;24/06/2023;Fraude;00:11:33;R$ 7.930,00
Agendamento;AP;Lucie Mongan;24/06/2023;Reprova;00:07:59;R$ 20.608,00
Agendamento;CE;Lilas Brahms;24/06/2023;Aprovação;00:05:21;R$ 14.244,00
Contato;DF;Jermain Tolle;24/06/2023;Aprovação;00:16:35;R$ 20.834,00
Contato;SP;Idette Thyer;24/06/2023;Fraude;00:13:31;R$ 17.198,00
Contato;TO;Lilas Brahms;24/06/2023;Aprovação;00:18:18;R$ 18.803,00
Agendamento;MS;Idette Thyer;24/06/2023;Pendência;00:11:30;R$ 1.155,00
Vendas;AM;Erma Larn;24/06/2023;Reprova;00:07:14;R$ 1.561,00
Agendamento;SE;Seth Coley;24/06/2023;Aprovação;00:26:59;R$ 11.379,00
Agendamento;TO;Christean Birrel;24/06/2023;Aprovação;00:19:50;R$ 19.662,00
Contato;SC;Abbie Capin;24/06/2023;Aprovação;00:01:55;R$ 6.080,00
Vendas;RS;Gavrielle O' Neligan;24/06/2023;Fraude;00:18:14;R$ 235,00
Contato;GO;Lucie Mongan;24/06/2023;Pendência;00:22:08;R$ 6.893,00
Agendamento;MA;Boyce Tennant;24/06/2023;Pendência;00:08:32;R$ 13.337,00
Contato;PI;Boyce Tennant;24/06/2023;Pendência;00:05:01;R$ 5.646,00
Contato;GO;Jodi Moyle;24/06/2023;Fraude;00:05:48;R$ 6.456,00
Vendas;PB;Katya Craghead;24/06/2023;Fraude;00:20:23;R$ 23.245,00
Agendamento;PI;Seth Coley;24/06/2023;Reprova;00:01:15;R$ 1.470,00
Vendas;PA;Kenyon Baugh;24/06/2023;Pendência;00:22:37;R$ 2.295,00
Contato;MG;Osgood Castaignet;24/06/2023;Fraude;00:12:21;R$ 21.624,00
Contato;CE;Lilas Brahms;24/06/2023;Fraude;00:02:45;R$ 8.722,00
Vendas;SP;Idette Thyer;24/06/2023;Fraude;00:16:35;R$ 9.760,00
Vendas;PA;Tawsha Fincher;24/06/2023;Aprovação;00:29:01;R$ 7.244,00
Agendamento;DF;Seth Coley;24/06/2023;Aprovação;00:05:03;R$ 10.136,00
Agendamento;RS;Osgood Castaignet;24/06/2023;Aprovação;00:21:14;R$ 7.308,00
Agendamento;SC;Shanda Ismay;24/06/2023;Aprovação;00:23:16;R$ 15.044,00
Contato;AP;Jermain Tolle;24/06/2023;Pendência;00:11:06;R$ 17.822,00
Vendas;MT;Lucie Mongan;24/06/2023;Fraude;00:09:20;R$ 478,00
Contato;RS;Osgood Castaignet;24/06/2023;Fraude;00:14:14;R$ 23.371,00
Agendamento;MS;Leonardo Davion;24/06/2023;Aprovação;00:18:59;R$ 9.889,00
Agendamento;RR;Christoforo Colquyte;24/06/2023;Aprovação;00:08:26;R$ 20.449,00
Contato;PR;Leonardo Davion;24/06/2023;Aprovação;00:25:07;R$ 15.855,00
Vendas;BA;Seth Coley;24/06/2023;Reprova;00:23:42;R$ 19.854,00
Agendamento;AC;Lilas Brahms;24/06/2023;Pendência;00:26:41;R$ 16.067,00
Vendas;SE;Boyce Tennant;24/06/2023;Reprova;00:02:44;R$ 9.995,00
Vendas;AM;Katya Craghead;24/06/2023;Aprovação;00:09:02;R$ 970,00
Vendas;PR;Cathryn MacGibbon;24/06/2023;Aprovação;00:21:36;R$ 5.907,00
Agendamento;PR;Osgood Castaignet;24/06/2023;Pendência;00:23:54;R$ 4.008,00
Agendamento;PB;Lucie Mongan;24/06/2023;Reprova;00:04:29;R$ 19.372,00
Contato;GO;Osgood Castaignet;24/06/2023;Aprovação;00:26:33;R$ 18.205,00
Agendamento;DF;Cathryn MacGibbon;24/06/2023;Fraude;00:07:15;R$ 11.506,00
Vendas;BA;Kenyon Baugh;24/06/2023;Fraude;00:05:27;R$ 3.792,00
Agendamento;AC;Katya Craghead;24/06/2023;Pendência;00:01:52;R$ 368,00
Agendamento;GO;Tawsha Fincher;24/06/2023;Pendência;00:16:05;R$ 17.653,00
Contato;ES;Byron Fairbard;24/06/2023;Pendência;00:07:18;R$ 7.739,00
Agendamento;PR;Bank Vertigan;24/06/2023;Aprovação;00:20:41;R$ 8.853,00
Contato;SC;Katya Craghead;24/06/2023;Aprovação;00:24:14;R$ 1.777,00
Agendamento;PB;Carlita Yoakley;24/06/2023;Aprovação;00:08:47;R$ 4.602,00
Agendamento;DF;Lucie Mongan;24/06/2023;Aprovação;00:10:36;R$ 21.242,00
Agendamento;MG;Abbie Capin;24/06/2023;Aprovação;00:19:53;R$ 24.916,00
Vendas;PI;Christean Birrel;24/06/2023;Aprovação;00:24:16;R$ 13.675,00
Agendamento;DF;Gavrielle O' Neligan;24/06/2023;Pendência;00:27:35;R$ 23.138,00
Contato;PR;Abbie Capin;24/06/2023;Pendência;00:23:39;R$ 10.942,00
Contato;PI;Carlita Yoakley;24/06/2023;Aprovação;00:15:09;R$ 9.932,00
Agendamento;BA;Abbie Capin;24/06/2023;Pendência;00:18:11;R$ 4.351,00
Vendas;PE;Cathryn MacGibbon;24/06/2023;Aprovação;00:27:45;R$ 8.361,00
Contato;CE;Sianna Maypowder;24/06/2023;Pendência;00:29:02;R$ 15.595,00
Vendas;DF;Jodi Moyle;24/06/2023;Reprova;00:06:27;R$ 3.053,00
Agendamento;SC;Rolland d'Escoffier;24/06/2023;Pendência;00:20:02;R$ 16.238,00
Contato;RS;Shanda Ismay;24/06/2023;Pendência;00:22:52;R$ 2.351,00
